nodeID,parentID,fullPath,flag
4522,,In-Market > Retail > Home & Garden > Indoors > Kitchen > Dining & Bar, y 
24115,,In-Market > Retail > Home & Garden > Indoors > Kitchen > Dining & Bar > Table Linens, y 
22892,,In-Market > Retail > Home & Garden > Indoors > Kitchen > Dining & Bar > Tableware, y 
22899,,In-Market > Retail > Home & Garden > Indoors > Kitchen > Dining & Bar > Tableware > Dinnerware, y 
24116,,In-Market > Retail > Home & Garden > Indoors > Kitchen > Dining & Bar > Tableware > Dinnerware > Sets, y 
24117,,In-Market > Retail > Home & Garden > Indoors > Kitchen > Dining & Bar > Tableware > Drinkware, y 
23982,,In-Market > Retail > Home & Garden > Indoors > Kitchen > Dining & Bar > Tableware > Flatware, y 
7205,,In-Market > Retail > Home & Garden > Indoors > Kitchen > Utensils, y 
163619,,In-Market > Retail > Home & Garden > Indoors > Kitchen > Utensils > Can Openers, y 
7240,,In-Market > Retail > Home & Garden > Indoors > Kitchen > Utensils > Knife Sharpeners, y 
7206,,In-Market > Retail > Home & Garden > Indoors > Kitchen > Utensils > Knives, y 
13884,,In-Market > Retail > Home & Garden > Indoors > Kitchen > Utensils > Knives > Electric, y 
12551,,In-Market > Retail > Home & Garden > Indoors > Kitchen > Utensils > Wine Openers, y 
6991,,In-Market > Retail > Home & Garden > Indoors > Kitchen > Water Filters, y 
4531,,In-Market > Retail > Home & Garden > Indoors > Lighting, y 
24113,,In-Market > Retail > Home & Garden > Indoors > Lighting > Candles & Accessories, y 
24071,,In-Market > Retail > Home & Garden > Indoors > Lighting > Lamps, y 
10425,,In-Market > Retail > Home & Garden > Indoors > Lighting > Lightbulbs, y 
4525,,In-Market > Retail > Home & Garden > Indoors > Rugs, y 
4533,,In-Market > Retail > Home & Garden > Indoors > Window Treatments, y 
31993,,In-Market > Retail > Home & Garden > Indoors > Window Treatments > Curtains, y 
94388,,In-Market > Retail > Home & Garden > Indoors > Window Treatments > Window Shades, y 
4519,,In-Market > Retail > Home & Garden > Outdoors, y 
10324,,In-Market > Retail > Home & Garden > Outdoors > Compost Bins, y 
5259,,In-Market > Retail > Home & Garden > Outdoors > Cooking, y 
10419,,In-Market > Retail > Home & Garden > Outdoors > Cooking > Accessories, y 
6993,,In-Market > Retail > Home & Garden > Outdoors > Cooking > Barbecues, y 
10438,,In-Market > Retail > Home & Garden > Outdoors > Cooking > Barbecues > Charcoal Grills, y 
6994,,In-Market > Retail > Home & Garden > Outdoors > Cooking > Barbecues > Gas Grills, y 
9659,,In-Market > Retail > Home & Garden > Outdoors > Cooking > Barbecues > Gas Grills > Brands, y 
4530,,In-Market > Retail > Home & Garden > Outdoors > Equipment, y 
7012,,In-Market > Retail > Home & Garden > Outdoors > Equipment > Chain Saws, y 
9581,,In-Market > Retail > Home & Garden > Outdoors > Equipment > Hedge Trimmers, y 
7341,,In-Market > Retail > Home & Garden > Outdoors > Equipment > Leaf Blowers, y 
10258,,In-Market > Retail > Home & Garden > Outdoors > Equipment > Pest Controls, y 
9593,,In-Market > Retail > Home & Garden > Outdoors > Equipment > Pest Controls > Mosquito Traps, y 
10259,,In-Market > Retail > Home & Garden > Outdoors > Equipment > Pest Controls > Solar-Powered Mosquito Blocker Filters, y 
7298,,In-Market > Retail > Home & Garden > Outdoors > Equipment > Power Washers, y 
7241,,In-Market > Retail > Home & Garden > Outdoors > Equipment > Snow Blowers, y 
9558,,In-Market > Retail > Home & Garden > Outdoors > Equipment > String Trimmers, y 
132178,,In-Market > Retail > Home & Garden > Outdoors > Fire Pits & Fireplaces, y 
24114,,In-Market > Retail > Home & Garden > Outdoors > Furniture, y 
7030,,In-Market > Retail > Home & Garden > Outdoors > Garage, y 
7031,,In-Market > Retail > Home & Garden > Outdoors > Garage > Garage Door Openers, y 
4720,,In-Market > Retail > Home & Garden > Outdoors > Gardening, y 
4811,,In-Market > Retail > Home & Garden > Outdoors > Gardening > Decor, y 
7588,,In-Market > Retail > Home & Garden > Outdoors > Gardening > Decor > Fountains, y 
31997,,In-Market > Retail > Home & Garden > Outdoors > Gardening > Decor > Ponds & Water Features, y 
7587,,In-Market > Retail > Home & Garden > Outdoors > Gardening > Decor > Statues, y 
24017,,In-Market > Retail > Home & Garden > Outdoors > Gardening > Plants & Trees, y 
22927,,In-Market > Retail > Home & Garden > Outdoors > Gardening > Tools, y 
7312,,In-Market > Retail > Home & Garden > Outdoors > Hot Tubs, y 
10461,,In-Market > Retail > Home & Garden > Outdoors > Hot Tubs > Above Ground, y 
10462,,In-Market > Retail > Home & Garden > Outdoors > Hot Tubs > Below/In Ground, y 
4527,,In-Market > Retail > Home & Garden > Outdoors > Lawnmowers, y 
9663,,In-Market > Retail > Home & Garden > Outdoors > Lawnmowers > Brand, y 
10326,,In-Market > Retail > Home & Garden > Outdoors > Lawnmowers > Brand > Black & Decker, y 
10327,,In-Market > Retail > Home & Garden > Outdoors > Lawnmowers > Brand > Black & Decker > CMM1200, y 
10459,,In-Market > Retail > Home & Garden > Outdoors > Lawnmowers > Brand > Craftsman, y 
10460,,In-Market > Retail > Home & Garden > Outdoors > Lawnmowers > Brand > Craftsman > 38905, y 
10422,,In-Market > Retail > Home & Garden > Outdoors > Lawnmowers > Brand > Honda, y 
9591,,In-Market > Retail > Home & Garden > Outdoors > Lawnmowers > Brand > Lawn Boy, y 
9592,,In-Market > Retail > Home & Garden > Outdoors > Lawnmowers > Brand > Lawn Boy > Insight Platinum 10795 , y 
10421,,In-Market > Retail > Home & Garden > Outdoors > Lawnmowers > Brand > Toro, y 
7011,,In-Market > Retail > Home & Garden > Outdoors > Lawnmowers > Lawn Tractors, y 
10456,,In-Market > Retail > Home & Garden > Outdoors > Lawnmowers > Lawn Tractors > CubCadet, y 
10433,,In-Market > Retail > Home & Garden > Outdoors > Lawnmowers > Lawn Tractors > John Deere, y 
10434,,In-Market > Retail > Home & Garden > Outdoors > Lawnmowers > Lawn Tractors > John Deere > LA115, y 
5154,,In-Market > Retail > Home & Garden > Outdoors > Lighting, y 
5174,,In-Market > Retail > Home & Garden > Outdoors > Patio , y 
4722,,In-Market > Retail > Home & Garden > Outdoors > Pools, y 
24023,,In-Market > Retail > Home & Garden > Retailers, y 
9669,,In-Market > Retail > Home & Garden > Retailers > Amazon, y 
11134,,In-Market > Retail > Home & Garden > Retailers > Bed Bath & Beyond, y 
73378,,In-Market > Retail > Home & Garden > Retailers > Costco, y 
10257,,In-Market > Retail > Home & Garden > Retailers > Home Depot, y 
10402,,In-Market > Retail > Home & Garden > Retailers > Lowes, y 
4674,,In-Market > Retail > Home & Garden > Special Occassions, y 
5262,,In-Market > Retail > Home & Garden > Special Occassions > Gag Gifts, y 
4719,,In-Market > Retail > Home & Garden > Special Occassions > Holiday & Party, y 
4721,,In-Market > Retail > Home & Garden > Special Occassions > Wedding, y 
6842,,In-Market > Retail > Sports Equipment & Outdoor Gear, y 
23994,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities, y 
6060,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Exercise & Fitness, y 
6990,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Exercise & Fitness > Elliptical Trainers, y 
9598,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Exercise & Fitness > Exercise Accessories, y 
6943,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Exercise & Fitness > Exercise Accessories > Heart Rate Monitors, y 
9599,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Exercise & Fitness > Exercise Accessories > Pedometers, y 
7326,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Exercise & Fitness > Exercise Accessories > Videos, y 
7006,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Exercise & Fitness > Exercise Bikes, y 
6075,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Exercise & Fitness > Gym, Workout & Yoga", y 
7214,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Exercise & Fitness > Home Gyms, y 
94423,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Exercise & Fitness > Stairclimbers & Steppers, y 
6940,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Exercise & Fitness > Treadmills, y 
22906,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Exercise & Fitness > Weightlifting Equipment, y 
6341,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Indoor Activities, y 
6342,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Indoor Activities > Billiards, y 
63306,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Indoor Activities > Bowling, y 
63307,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Indoor Activities > Boxing, y 
104796,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Indoor Activities > Foosball, y 
63308,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Indoor Activities > Ice Skating, y 
63309,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Indoor Activities > Martial Arts, y 
63311,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Indoor Activities > Table Tennis, y 
24029,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Indoor Activities > Wrestling, y 
5990,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities, y 
6339,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Archery, y 
7200,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Binoculars & Telescopes, y 
27700,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking", y 
6180,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Camping ", y 
72567,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Camping  > Cookware", y 
72569,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Camping  > Furniture", y 
11313,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Camping  > Furniture > Chairs", y 
72568,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Camping  > Lanterns & Flashlights", y 
12546,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Camping  > Sleeping Bags", y 
72385,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Camping  > Sleeping Bags > 25 to 5 Degree Down Bags", y 
10938,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Camping  > Sleeping Pads", y 
10430,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Camping  > Stoves", y 
9563,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Camping  > Tents", y 
72592,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Camping  > Tents > Bivy Sacks", y 
73116,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Camping  > Water Treatment", y 
7329,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering", y 
10940,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Backpacks & Daypacks", y 
10941,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Backpacks & Daypacks > Backpacks", y 
10942,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Backpacks & Daypacks > Backpacks > Men's", y 
73093,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Backpacks & Daypacks > Backpacks > Winter", y 
10943,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Backpacks & Daypacks > Backpacks > Women's", y 
72553,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Backpacks & Daypacks > Brands", y 
73101,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Backpacks & Daypacks > Brands > Gregory", y 
72554,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Backpacks & Daypacks > Brands > Osprey Packs", y 
10981,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Backpacks & Daypacks > Daypacks", y 
10982,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Backpacks & Daypacks > Daypacks > Hydration", y 
73113,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Backpacks & Daypacks > Sizes", y 
73122,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Backpacks & Daypacks > Sizes > Overnight Backpacks (2000-2999 cu in)", y 
73114,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Backpacks & Daypacks > Sizes > Weekend Packs (3000-4500 cu in)", y 
73115,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Backpacks & Daypacks > Sizes > Weeklong/Expedition Packs (Over 4500 cu in)", y 
7330,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Footwear", y 
11301,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Footwear > Men's", y 
73119,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Footwear > Socks", y 
73636,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Footwear > Women's", y 
11286,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Gear", y 
11280,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Gear > Electronics", y 
11281,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Gear > Electronics > Altimeter", y 
11287,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Gear > Knives/Multitools", y 
12547,,"In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Camping, Hiking & Backpacking > Hiking & Mountaineering > Gear > Trekking Poles", y 
5993,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling, y 
10935,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > BMX Bikes, y 
24036,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Brands, y 
73683,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Brands > Castelli, y 
10253,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Brands > Nashbar, y 
74507,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Brands > Rocky Mountain, y 
74505,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Brands > SRAM, y 
74508,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Brands > Yeti Cycles, y 
10956,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Gear & Clothing, y 
10957,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Gear & Clothing > Arm Guards, y 
10971,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Gear & Clothing > Gloves, y 
11306,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Gear & Clothing > Gloves > Men's, y 
11309,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Gear & Clothing > Helmets, y 
11262,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Gear & Clothing > Jackets, y 
11263,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Gear & Clothing > Jackets > Men's, y 
11278,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Gear & Clothing > Shorts, y 
11279,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Gear & Clothing > Shorts > Men's, y 
11310,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Gear & Clothing > Tops, y 
11311,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Gear & Clothing > Tops > Men's, y 
9564,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Kids' Bikes, y 
9583,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Mountain Biking, y 
11312,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Mountain Biking > Bikes, y 
10954,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Mountain Biking > Parts, y 
11264,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Mountain Biking > Parts > Frame, y 
10955,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Mountain Biking > Parts > Shock Absorbers/Pumps, y 
74519,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Mountain Biking > Parts > Wheels, y 
108625,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Parts & Accessories, y 
10958,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Parts & Accessories > Bike Locks, y 
10252,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Parts & Accessories > Bike Parts, y 
74517,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Parts & Accessories > Bike Parts > Shifters, y 
108815,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Parts & Accessories > Child Seats, y 
11294,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Parts & Accessories > Lights & Reflectors, y 
108626,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Parts & Accessories > Trailers, y 
7239,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Road Biking, y 
11269,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Road Biking > Cargo, y 
11270,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Road Biking > Cargo > Messenger Bag, y 
10950,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Road Biking > Clothing, y 
10969,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Road Biking > Clothing > Men's, y 
11277,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Road Biking > Clothing > Men's > Jacket, y 
11273,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Road Biking > Clothing > Men's > Jersey, y 
11260,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Road Biking > Clothing > Men's > Shirt, y 
11307,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Road Biking > Gear, y 
11308,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Road Biking > Gear > Water Bottles, y 
10951,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Road Biking > Parts, y 
10967,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Road Biking > Parts > Forks, y 
10983,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Road Biking > Parts > Frame Sets, y 
10959,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Road Biking > Parts > Seats/Saddles, y 
11295,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Road Biking > Parts > Stems, y 
74518,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Road Biking > Parts > Tires, y 
74516,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Cycling > Shoes, y 
6074,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Equestrian, y 
5991,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Fishing, y 
10298,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Fishing > Rods, y 
40350,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Fishing > Tackle, y 
5988,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Golf, y 
13185,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Golf > Bags, y 
10271,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Golf > Brands, y 
10272,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Golf > Brands > Nike, y 
10273,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Golf > Brands > Nike > Sasquatch Sumo 2 Lucky 13 Driver, y 
5989,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Golf > Clubs, y 
13184,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Golf > Range Finders, y 
5994,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Hunting, y 
10464,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > In-Line Skating, y 
6078,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Paintball, y 
63310,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Rock Climbing, y 
72320,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Rock Climbing > Belay & Rappel Devices, y 
72588,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Rock Climbing > Camming Devices, y 
72435,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Rock Climbing > Carabiners & Quickdraws, y 
72411,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Rock Climbing > Harnesses & Helmets, y 
72589,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Rock Climbing > Passive Protection, y 
73090,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Rock Climbing > Ropes, y 
72408,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Rock Climbing > Shoes, y 
10330,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Running, y 
72416,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Running > Men's Shorts, y 
10331,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Running > Shoes, y 
10332,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Running > Shoes > Types, y 
10333,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Running > Shoes > Types > Trail, y 
73120,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Running > Socks, y 
6083,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Skateboarding, y 
11298,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Skateboarding > Backpacks & Bags, y 
13186,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Skateboarding > Boards, y 
72532,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Skateboarding > Boards > Longboards, y 
81432,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Skateboarding > Scooters, y 
10972,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Skateboarding > Shoes, y 
10973,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Skateboarding > Shoes > Men's, y 
24035,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Snow Sports, y 
72556,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Snow Sports > Brands, y 
73118,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Snow Sports > Brands > Armada, y 
73123,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Snow Sports > Brands > Bern, y 
74453,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Snow Sports > Brands > Forum, y 
72559,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Snow Sports > Brands > Hestra, y 
73655,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Snow Sports > Brands > Jones Snowboards, y 
74454,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Snow Sports > Brands > Ride, y 
73624,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Snow Sports > Brands > Rome, y 
73111,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Snow Sports > Brands > Rossignol, y 
72565,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Snow Sports > Brands > Scarpa, y 
73684,,In-Market > Retail > Sports Equipment & Outdoor Gear > Activities > Outdoor Activities > Snow Sports > Brands > Stepchild Snowboards, y 
